,color,weight,movability,material,shape,size,name,picking,powering,disassembly
11692,1,1,1,4,2,2,20,1,1,1
11693,6,1,1,2,3,2,16,1,1,1
11694,2,1,1,2,6,1,10,1,1,1
11695,10,2,1,5,2,3,4,1,1,1
11696,2,1,1,2,6,1,7,1,1,1
11697,8,1,1,6,1,2,1,1,1,1
11698,10,2,1,5,2,3,4,1,1,1
11699,2,1,1,2,6,1,10,1,1,1
11700,2,3,2,2,2,3,9,2,2,2
11701,5,1,1,3,2,2,20,1,1,1
11702,5,1,1,3,2,2,20,1,1,1
11703,5,1,1,3,2,2,20,1,1,1
11704,2,3,2,2,2,3,9,2,2,2
11705,5,1,1,3,3,2,8,1,1,1
11706,1,2,1,2,3,2,18,1,1,3
11707,2,1,1,2,6,1,17,1,1,1
11708,10,2,1,2,2,3,12,2,1,2
11709,2,3,1,2,3,3,14,2,1,3
11710,5,2,1,3,4,2,3,1,1,1
11711,1,2,1,4,4,2,3,1,1,1
11712,10,1,1,4,3,2,6,1,1,1
11713,5,1,1,3,2,2,20,1,1,1
11714,2,1,1,2,2,1,15,2,1,1
11715,1,1,1,4,3,1,6,1,1,1
11716,5,1,1,3,2,2,20,1,1,1
11717,2,1,1,2,6,1,17,1,1,1
11718,8,3,2,2,5,3,19,3,2,2
11719,10,2,1,5,2,3,4,1,1,1
11720,7,3,1,2,2,3,14,2,1,3
11721,10,2,1,1,4,2,3,1,1,1
11722,2,1,1,2,6,1,7,1,1,1
11723,7,1,1,2,2,1,15,2,1,1
11724,5,1,1,3,3,2,8,1,1,1
11725,2,1,1,2,6,1,17,1,1,1
11726,7,1,1,2,2,1,15,2,1,1
11727,2,1,1,2,2,1,15,2,1,1
11728,5,1,1,3,2,2,20,1,1,1
11729,2,1,1,2,6,1,10,1,1,1
11730,5,2,1,3,4,2,3,1,1,1
11731,8,2,1,1,3,2,11,2,1,1
11732,2,1,1,2,2,1,15,2,1,1
11733,3,1,1,4,3,2,8,1,1,1
11734,6,1,1,4,3,2,6,1,1,1
11735,5,1,1,3,3,2,8,1,1,1
11736,2,3,2,2,2,3,9,2,2,2
11737,1,1,1,2,3,2,16,1,1,1
11738,5,2,1,3,4,2,3,1,1,1
11739,2,1,1,2,6,1,17,1,1,1
11740,7,2,1,1,3,2,11,2,1,1
11741,12,3,2,2,2,3,9,2,1,2
11742,2,3,1,2,3,3,14,2,1,3
11743,2,1,1,2,6,1,17,1,1,1
11744,5,1,1,3,3,2,8,1,1,1
11745,10,2,1,1,1,1,13,1,1,1
11746,4,2,1,1,1,2,13,1,1,1
11747,8,2,1,1,3,2,11,2,1,1
11748,5,1,1,3,3,2,8,1,1,1
11749,5,1,1,3,2,2,20,1,1,1
11750,5,1,1,3,3,2,8,1,1,1
11751,5,1,1,3,2,2,20,1,1,1
11752,5,1,1,3,2,2,20,1,1,1
11753,2,1,1,2,6,1,10,1,1,1
11754,5,1,1,3,3,2,8,1,1,1
11755,4,2,1,4,4,2,3,1,1,1
11756,2,1,1,2,6,1,10,1,1,1
11757,8,3,2,2,5,3,19,3,2,2
11758,6,1,1,4,3,2,8,1,1,1
11759,5,1,1,3,2,2,20,1,1,1
11760,5,1,1,3,3,1,8,1,1,1
11761,8,3,2,2,5,3,19,3,2,2
11762,12,1,1,4,3,1,6,1,1,1
11763,3,2,1,1,3,1,11,2,1,1
11764,5,2,1,3,4,2,3,1,1,1
11765,5,1,1,3,3,2,8,1,1,1
11766,2,1,1,2,6,1,17,1,1,1
11767,7,3,1,2,2,3,12,2,1,2
11768,5,1,1,3,3,2,8,1,1,1
11769,6,1,1,4,3,2,8,1,1,1
11770,5,1,1,3,3,2,8,1,1,1
11771,5,1,1,3,3,2,8,1,1,1
11772,9,1,1,4,2,2,6,1,1,1
11773,2,1,1,2,6,1,10,1,1,1
11774,10,1,1,4,3,1,8,1,1,1
11775,12,1,1,4,3,2,18,1,1,3
11776,2,1,1,2,6,1,10,1,1,1
11777,2,1,1,2,6,1,7,1,1,1
11778,6,1,1,4,2,2,20,1,1,1
11779,1,1,1,4,3,2,18,1,1,3
11780,8,2,1,2,3,2,18,1,1,3
11781,10,2,1,5,5,3,4,1,1,1
11782,9,2,1,1,4,1,3,1,1,1
11783,2,1,1,2,6,1,7,1,1,1
11784,5,1,1,3,2,2,20,1,1,1
11785,3,1,1,4,3,2,18,1,1,3
11786,2,3,2,2,5,3,19,3,2,2
11787,2,1,1,2,6,1,17,1,1,1
11788,11,1,1,2,1,3,1,1,1,1
11789,10,1,1,4,5,3,4,1,1,1
11790,3,2,1,2,3,2,18,1,1,3
11791,9,2,1,1,4,1,3,1,1,1
11792,10,2,1,5,5,3,4,1,1,1
11793,2,1,1,2,6,1,7,1,1,1
11794,10,2,1,2,2,3,12,2,1,2
11795,2,1,1,2,2,1,15,2,1,1
11796,2,1,1,2,2,1,15,2,1,1
11797,2,1,1,2,2,1,15,2,1,1
11798,2,1,1,2,6,1,7,1,1,1
11799,8,2,1,1,3,2,11,2,1,1
11800,7,1,1,2,2,1,15,2,1,1
11801,10,2,1,5,5,2,4,1,1,1
11802,8,2,1,1,3,2,11,2,1,1
11803,6,1,1,4,3,1,8,1,1,1
11804,2,1,1,2,6,1,7,1,1,1
11805,6,2,1,1,3,1,11,2,1,1
11806,5,2,1,3,4,2,3,1,1,1
11807,9,1,1,4,2,2,6,1,1,1
11808,2,1,1,2,6,1,7,1,1,1
11809,2,1,1,2,6,1,17,1,1,1
11810,5,1,1,3,2,2,20,1,1,1
11811,9,2,1,1,4,1,3,1,1,1
11812,2,1,1,2,2,1,15,2,1,1
11813,8,3,2,4,3,3,2,3,2,3
11814,4,2,1,4,4,2,3,1,1,1
11815,2,3,2,2,5,3,19,3,2,2
11816,7,1,1,2,2,1,15,2,1,1
11817,9,2,1,1,4,2,3,1,1,1
11818,5,1,1,3,2,2,20,1,1,1
11819,5,1,1,3,5,2,8,1,1,1
11820,5,1,1,3,5,2,8,1,1,1
11821,5,1,1,3,3,1,8,1,1,1
11822,1,2,1,2,3,2,18,1,1,3
11823,2,1,1,2,6,1,10,1,1,1
11824,2,1,1,2,3,2,18,1,1,3
11825,10,1,1,4,2,2,20,1,1,1
11826,5,1,1,3,3,2,8,1,1,1
11827,5,1,1,3,2,2,20,1,1,1
11828,6,2,1,2,3,2,18,1,1,3
11829,2,1,1,2,6,1,7,1,1,1
11830,10,3,2,4,2,3,2,3,2,3
11831,5,2,1,3,4,2,3,1,1,1
11832,2,1,1,2,6,1,7,1,1,1
11833,2,1,1,2,6,1,17,1,1,1
11834,5,1,1,3,2,2,20,1,1,1
11835,8,2,1,1,3,1,11,2,1,1
11836,7,3,2,4,3,3,5,3,2,3
11837,2,1,1,2,6,1,10,1,1,1
11838,10,2,1,2,3,2,18,1,1,3
11839,10,3,2,4,2,3,2,3,2,3
11840,3,2,1,1,3,2,11,2,1,1
11841,4,2,1,1,3,2,11,2,1,1
11842,5,1,1,3,3,2,8,1,1,1
11843,10,1,1,2,3,2,16,1,1,1
11844,1,1,1,4,2,2,20,1,1,1
11845,2,1,1,2,6,1,10,1,1,1
11846,10,2,1,5,2,3,4,1,1,1
11847,5,1,1,3,5,2,8,1,1,1
11848,2,1,1,2,6,1,17,1,1,1
11849,2,1,1,2,2,1,15,2,1,1
11850,10,3,2,4,2,3,2,3,2,3
11851,2,1,1,2,2,1,15,2,1,1
11852,10,2,1,1,4,2,3,1,1,1
11853,2,3,2,2,5,3,19,3,2,2
11854,3,1,1,6,1,2,1,1,1,1
11855,5,1,1,3,2,2,20,1,1,1
11856,5,1,1,3,2,2,20,1,1,1
11857,7,2,1,1,3,2,11,2,1,1
11858,2,1,1,2,6,1,17,1,1,1
11859,2,1,1,2,6,1,17,1,1,1
11860,5,1,1,3,3,2,8,1,1,1
11861,5,1,1,3,2,2,20,1,1,1
11862,2,1,1,2,6,1,10,1,1,1
11863,5,1,1,3,2,2,20,1,1,1
11864,4,1,1,4,3,2,6,1,1,1
11865,2,1,1,2,6,1,10,1,1,1
11866,3,1,1,4,3,1,6,1,1,1
11867,2,1,1,2,3,2,18,1,1,3
11868,12,2,1,1,1,1,13,1,1,1
11869,5,1,1,3,3,2,8,1,1,1
11870,10,2,1,1,1,1,13,1,1,1
11871,9,1,1,4,2,2,6,1,1,1
11872,10,2,1,1,1,1,13,1,1,1
11873,2,1,1,2,6,1,7,1,1,1
11874,2,1,1,2,6,1,17,1,1,1
11875,12,1,1,4,3,2,8,1,1,1
11876,2,1,1,2,6,1,10,1,1,1
11877,5,1,1,3,3,1,8,1,1,1
11878,11,1,1,2,1,3,1,1,1,1
11879,5,1,1,3,3,2,8,1,1,1
11880,8,1,1,4,3,2,8,1,1,1
11881,10,3,2,2,2,3,9,2,1,2
11882,5,2,1,3,4,2,3,1,1,1
11883,8,3,2,4,3,3,2,3,2,3
11884,9,2,1,1,4,2,3,1,1,1
11885,1,1,1,4,3,2,18,1,1,3
11886,2,1,1,2,6,1,7,1,1,1
11887,2,1,1,2,6,1,10,1,1,1
11888,5,2,1,3,4,2,3,1,1,1
11889,10,2,1,1,1,2,13,1,1,1
11890,12,3,2,2,2,3,9,2,1,2
11891,10,2,1,5,2,3,4,1,1,1
11892,12,2,1,2,3,2,18,1,1,3
11893,7,3,1,2,2,3,14,2,1,3
11894,7,2,1,1,3,2,11,2,1,1
11895,7,2,1,1,3,2,11,2,1,1
11896,4,1,1,4,5,3,4,1,1,1
11897,5,1,1,3,3,2,8,1,1,1
11898,5,1,1,3,2,2,20,1,1,1
11899,5,2,1,3,4,2,3,1,1,1
11900,10,2,1,2,3,2,18,1,1,3
11901,2,3,2,2,5,3,19,3,2,2
11902,4,2,1,2,3,2,18,1,1,3
11903,2,1,1,2,6,1,10,1,1,1
11904,2,1,1,2,6,1,7,1,1,1
11905,4,2,1,1,1,1,13,1,1,1
11906,7,2,1,1,3,2,11,2,1,1
11907,5,1,1,3,3,2,8,1,1,1
11908,3,3,2,2,2,3,9,2,1,2
11909,2,3,1,2,3,2,14,2,1,3
11910,9,1,1,4,6,1,10,1,1,1
11911,2,1,1,2,3,2,18,1,1,3
11912,5,1,1,3,3,2,8,1,1,1
11913,5,1,1,3,3,2,8,1,1,1
11914,5,1,1,3,2,2,20,1,1,1
11915,5,1,1,3,2,2,20,1,1,1
11916,2,1,1,2,6,1,10,1,1,1
11917,5,1,1,3,3,2,8,1,1,1
11918,8,2,1,1,3,2,11,2,1,1
11919,7,2,1,1,3,2,11,2,1,1
11920,12,3,2,2,2,3,9,2,1,2
11921,4,2,1,2,3,2,18,1,1,3
11922,2,1,1,2,6,1,17,1,1,1
11923,5,1,1,3,2,2,20,1,1,1
11924,10,1,1,4,3,2,6,1,1,1
11925,7,3,1,2,2,3,14,2,1,3
11926,2,1,1,2,6,1,7,1,1,1
11927,2,1,1,2,2,1,15,2,1,1
11928,6,2,1,1,3,1,11,2,1,1
11929,7,3,1,2,2,3,12,2,1,2
11930,10,2,1,1,3,2,11,2,1,1
11931,11,1,1,2,1,3,1,1,1,1
11932,9,1,1,4,6,1,17,1,1,1
11933,7,2,1,1,3,2,11,2,1,1
11934,2,3,2,2,5,3,19,3,2,2
11935,10,3,2,4,2,3,2,3,2,3
11936,12,1,1,4,3,2,8,1,1,1
11937,2,1,1,2,3,2,18,1,1,3
11938,5,1,1,3,5,2,8,1,1,1
11939,8,1,1,2,3,2,16,1,1,1
11940,5,1,1,3,3,2,8,1,1,1
11941,5,1,1,3,3,2,8,1,1,1
11942,3,1,1,4,5,3,4,1,1,1
11943,5,1,1,3,3,2,8,1,1,1
11944,6,2,1,1,3,1,11,2,1,1
11945,5,1,1,3,3,2,8,1,1,1
11946,5,1,1,3,2,2,20,1,1,1
11947,8,2,1,1,1,1,13,1,1,1
11948,12,1,1,4,2,2,20,1,1,1
11949,8,3,2,2,5,3,19,3,2,2
11950,8,1,1,6,5,3,4,1,1,1
11951,1,1,1,6,1,2,1,1,1,1
11952,7,1,1,2,2,1,15,2,1,1
11953,5,1,1,3,5,2,8,1,1,1
11954,5,1,1,3,3,2,8,1,1,1
11955,10,1,1,4,3,2,6,1,1,1
11956,5,1,1,3,3,2,8,1,1,1
11957,9,1,1,4,6,1,10,1,1,1
11958,7,3,1,2,2,3,12,2,1,2
11959,5,2,1,3,4,2,3,1,1,1
11960,5,2,1,3,4,2,3,1,1,1
11961,8,1,1,2,3,2,16,1,1,1
11962,2,1,1,2,3,2,18,1,1,3
11963,5,1,1,3,2,2,20,1,1,1
11964,9,2,1,1,4,2,3,1,1,1
11965,2,1,1,2,6,1,7,1,1,1
11966,9,2,1,1,4,1,3,1,1,1
11967,5,1,1,3,3,2,8,1,1,1
11968,2,1,1,2,6,1,10,1,1,1
11969,10,1,1,2,3,2,16,1,1,1
11970,9,2,1,1,4,1,3,1,1,1
11971,5,1,1,3,2,2,20,1,1,1
11972,2,1,1,2,3,2,18,1,1,3
11973,9,2,1,1,4,1,3,1,1,1
11974,3,2,1,4,4,2,3,1,1,1
11975,5,1,1,3,5,2,8,1,1,1
11976,9,1,1,4,6,1,10,1,1,1
11977,8,3,2,2,5,3,19,3,2,2
11978,2,1,1,2,2,1,15,2,1,1
11979,5,1,1,3,3,2,8,1,1,1
11980,4,1,1,6,1,3,1,1,1,1
11981,8,3,2,2,5,3,19,3,2,2
11982,6,1,1,4,3,2,18,1,1,3
11983,2,1,1,2,6,1,17,1,1,1
11984,4,1,1,4,3,1,6,1,1,1
11985,8,1,1,4,3,2,8,1,1,1
11986,9,1,1,4,6,1,17,1,1,1
11987,4,3,2,2,2,3,9,2,1,2
11988,2,1,1,2,6,1,7,1,1,1
11989,5,1,1,3,2,2,20,1,1,1
11990,10,1,1,6,1,2,1,1,1,1
11991,2,3,2,2,5,3,19,3,2,2
11992,12,2,1,2,3,2,18,1,1,3
11993,5,1,1,3,3,2,8,1,1,1
11994,10,3,2,2,2,3,9,2,1,2
11995,5,1,1,3,3,2,8,1,1,1
11996,6,1,1,4,3,2,18,1,1,3
11997,7,1,1,2,2,1,15,2,1,1
11998,9,1,1,4,2,2,6,1,1,1
11999,12,1,1,4,3,2,18,1,1,3
12000,5,1,1,3,3,2,8,1,1,1
12001,10,2,1,5,2,3,4,1,1,1
12002,8,3,2,2,5,3,19,3,2,2
12003,9,3,2,4,2,3,5,3,2,3
12004,6,1,1,2,3,2,16,1,1,1
12005,2,1,1,2,3,2,18,1,1,3
12006,5,1,1,3,3,2,8,1,1,1
12007,2,1,1,2,6,1,17,1,1,1
12008,5,1,1,3,5,2,8,1,1,1
12009,5,1,1,3,3,2,8,1,1,1
12010,9,3,2,4,2,3,5,3,2,3
12011,3,1,1,2,3,2,16,1,1,1
12012,5,1,1,3,2,2,20,1,1,1
12013,5,1,1,3,2,2,20,1,1,1
12014,5,1,1,3,3,2,8,1,1,1
12015,4,1,1,4,3,2,8,1,1,1
12016,5,1,1,3,5,2,8,1,1,1
12017,5,1,1,3,2,2,20,1,1,1
12018,8,2,1,1,3,2,11,2,1,1
12019,7,3,1,2,2,3,14,2,1,3
12020,12,1,1,4,5,3,4,1,1,1
12021,5,1,1,3,2,2,20,1,1,1
12022,5,1,1,3,2,2,20,1,1,1
12023,5,2,1,3,4,2,3,1,1,1
12024,4,1,1,4,2,2,20,1,1,1
12025,1,1,1,4,3,1,6,1,1,1
12026,7,2,1,1,3,2,11,2,1,1
12027,8,3,2,2,5,3,19,3,2,2
12028,5,1,1,3,2,2,20,1,1,1
12029,10,1,1,6,1,2,1,1,1,1
12030,2,1,1,2,6,1,17,1,1,1
12031,9,2,1,1,1,2,13,1,1,1
12032,10,3,2,4,2,3,2,3,2,3
12033,12,2,1,2,3,2,18,1,1,3
12034,9,1,1,4,6,1,10,1,1,1
12035,5,1,1,3,3,2,8,1,1,1
12036,7,3,1,2,2,3,14,2,1,3
12037,7,2,1,1,3,2,11,2,1,1
12038,5,1,1,3,2,2,20,1,1,1
12039,2,1,1,2,6,1,7,1,1,1
12040,9,2,1,1,1,2,13,1,1,1
12041,7,2,1,1,3,2,11,2,1,1
12042,2,1,1,2,6,1,7,1,1,1
12043,2,1,1,2,3,2,18,1,1,3
12044,5,1,1,3,5,2,8,1,1,1
12045,3,1,1,4,3,2,18,1,1,3
12046,5,1,1,3,5,2,8,1,1,1
12047,7,3,2,4,3,3,5,3,2,3
12048,2,1,1,2,2,1,15,2,1,1
12049,10,1,1,4,3,2,18,1,1,3
12050,8,2,1,1,3,2,11,2,1,1
12051,7,2,1,1,3,2,11,2,1,1
12052,5,1,1,3,5,2,8,1,1,1
12053,6,1,1,2,3,2,16,1,1,1
12054,10,1,1,4,3,2,8,1,1,1
12055,10,2,1,2,3,2,18,1,1,3
12056,6,3,2,4,3,3,2,3,2,3
12057,2,1,1,2,6,1,17,1,1,1
12058,3,1,1,4,3,2,8,1,1,1
12059,5,1,1,3,3,2,8,1,1,1
12060,9,1,1,4,6,1,17,1,1,1
12061,10,2,1,2,2,3,12,2,1,2
12062,5,2,1,3,4,2,3,1,1,1
12063,7,2,1,1,3,2,11,2,1,1
12064,2,1,1,2,6,1,7,1,1,1
12065,6,1,1,4,3,2,18,1,1,3
12066,9,1,1,4,2,2,6,1,1,1
12067,7,1,1,2,2,1,15,2,1,1
12068,5,1,1,3,2,2,20,1,1,1
12069,7,1,1,2,2,1,15,2,1,1
12070,7,1,1,2,2,1,15,2,1,1
12071,9,1,1,4,2,2,6,1,1,1
12072,5,1,1,3,2,2,20,1,1,1
12073,5,1,1,3,2,2,20,1,1,1
12074,7,2,1,1,3,2,11,2,1,1
12075,5,1,1,3,2,2,20,1,1,1
12076,10,2,1,2,2,3,12,2,1,2
12077,8,2,1,1,3,2,11,2,1,1
12078,12,2,1,1,1,2,13,1,1,1
12079,8,3,2,2,5,3,19,3,2,2
12080,2,1,1,2,6,1,10,1,1,1
12081,5,1,1,3,3,2,8,1,1,1
12082,6,1,1,2,3,2,16,1,1,1
12083,1,2,1,1,3,2,11,2,1,1
12084,7,3,2,4,3,3,5,3,2,3
12085,6,3,2,4,3,3,2,3,2,3
12086,2,3,1,2,3,3,14,2,1,3
12087,1,3,2,4,3,3,2,3,2,3
12088,10,2,1,2,2,3,12,2,1,2
12089,5,1,1,3,2,2,20,1,1,1
12090,10,2,1,5,2,3,4,1,1,1
12091,7,2,1,1,3,2,11,2,1,1
12092,12,3,2,4,3,3,2,3,2,3
12093,6,1,1,4,5,3,4,1,1,1
12094,2,1,1,2,6,1,10,1,1,1
12095,3,2,1,1,3,2,11,2,1,1
12096,12,3,2,4,3,3,2,3,2,3
12097,6,2,1,1,3,1,11,2,1,1
12098,5,1,1,3,5,2,8,1,1,1
12099,7,2,1,1,3,2,11,2,1,1
12100,8,3,2,2,5,3,19,3,2,2
12101,5,1,1,3,3,2,8,1,1,1
12102,10,2,1,1,4,2,3,1,1,1
12103,5,1,1,3,3,2,8,1,1,1
12104,9,1,1,4,6,1,17,1,1,1
12105,2,1,1,2,6,1,17,1,1,1
12106,2,1,1,2,6,1,10,1,1,1
12107,5,1,1,3,2,2,20,1,1,1
12108,3,1,1,4,3,2,18,1,1,3
12109,3,1,1,2,3,2,16,1,1,1
12110,2,1,1,2,3,2,18,1,1,3
12111,2,3,2,2,2,3,9,2,2,2
12112,5,1,1,3,5,2,8,1,1,1
12113,7,3,1,2,2,3,12,2,1,2
12114,7,2,1,1,3,2,11,2,1,1
12115,9,1,1,4,6,1,7,1,1,1
12116,10,3,2,4,2,3,2,3,2,3
12117,7,1,1,2,2,1,15,2,1,1
12118,3,1,1,4,3,1,8,1,1,1
12119,9,1,1,4,6,1,10,1,1,1
12120,9,2,1,1,4,1,3,1,1,1
12121,8,2,1,1,3,2,11,2,1,1
12122,10,3,2,4,2,3,2,3,2,3
12123,7,2,1,1,3,2,11,2,1,1
12124,10,2,1,2,2,3,12,2,1,2
12125,7,1,1,2,2,1,15,2,1,1
12126,5,1,1,3,3,1,8,1,1,1
12127,1,2,1,1,3,2,11,2,1,1
12128,5,1,1,3,5,2,8,1,1,1
12129,7,2,1,1,3,2,11,2,1,1
12130,5,1,1,3,2,2,20,1,1,1
12131,10,2,1,5,5,2,4,1,1,1
12132,1,1,1,4,3,2,8,1,1,1
12133,5,1,1,3,3,2,8,1,1,1
12134,8,1,1,4,3,2,18,1,1,3
12135,6,2,1,4,4,2,3,1,1,1
12136,5,1,1,3,3,1,8,1,1,1
12137,2,1,1,2,6,1,10,1,1,1
12138,2,3,2,2,5,3,19,3,2,2
12139,7,1,1,2,2,1,15,2,1,1
12140,10,2,1,2,2,3,12,2,1,2
12141,2,1,1,2,6,1,7,1,1,1
12142,5,1,1,3,3,2,8,1,1,1
12143,9,1,1,4,6,1,10,1,1,1
12144,2,1,1,2,2,1,15,2,1,1
12145,2,1,1,2,6,1,7,1,1,1
12146,2,1,1,2,6,1,10,1,1,1
12147,5,1,1,3,2,2,20,1,1,1
12148,7,1,1,2,2,1,15,2,1,1
12149,2,1,1,2,6,1,7,1,1,1
12150,12,1,1,4,3,2,8,1,1,1
12151,3,1,1,4,3,2,8,1,1,1
12152,10,3,2,4,2,3,2,3,2,3
12153,5,1,1,3,2,2,20,1,1,1
12154,4,1,1,4,3,2,8,1,1,1
12155,5,1,1,3,2,2,20,1,1,1
12156,5,1,1,3,3,2,8,1,1,1
12157,4,1,1,4,3,2,18,1,1,3
12158,7,2,1,1,3,2,11,2,1,1
12159,8,2,1,1,3,2,11,2,1,1
12160,12,1,1,2,3,2,16,1,1,1
12161,7,3,2,4,3,3,5,3,2,3
12162,8,1,1,4,3,2,18,1,1,3
12163,2,1,1,2,6,1,10,1,1,1
12164,5,1,1,3,5,2,8,1,1,1
12165,10,2,1,2,2,3,12,2,1,2
12166,7,3,2,4,3,3,5,3,2,3
12167,9,1,1,4,2,2,6,1,1,1
12168,5,1,1,3,3,2,8,1,1,1
12169,5,1,1,3,3,2,8,1,1,1
12170,9,1,1,4,6,1,10,1,1,1
12171,8,1,1,2,3,2,16,1,1,1
12172,5,1,1,3,2,2,20,1,1,1
12173,10,2,1,1,4,2,3,1,1,1
12174,12,1,1,4,3,2,18,1,1,3
12175,1,1,1,2,3,2,16,1,1,1
12176,10,2,1,5,2,3,4,1,1,1
12177,12,2,1,1,3,2,11,2,1,1
12178,10,3,2,2,2,3,9,2,1,2
12179,5,1,1,3,5,2,8,1,1,1
12180,8,1,1,4,3,2,8,1,1,1
12181,9,1,1,4,6,1,7,1,1,1
12182,9,2,1,1,4,2,3,1,1,1
12183,1,2,1,2,3,2,18,1,1,3
12184,9,2,1,1,1,2,13,1,1,1
12185,5,1,1,3,2,2,20,1,1,1
12186,5,1,1,3,2,2,20,1,1,1
12187,5,1,1,3,3,2,8,1,1,1
12188,6,1,1,4,3,2,6,1,1,1
12189,2,3,2,2,5,3,19,3,2,2
12190,5,1,1,3,2,2,20,1,1,1
12191,5,1,1,3,2,2,20,1,1,1
12192,7,3,1,2,2,3,12,2,1,2
12193,10,3,2,4,2,3,2,3,2,3
12194,4,1,1,4,3,2,8,1,1,1
12195,8,3,2,4,3,3,2,3,2,3
12196,10,1,1,4,3,2,6,1,1,1
12197,8,3,2,2,2,3,9,2,1,2
12198,8,3,2,2,5,3,19,3,2,2
12199,2,1,1,2,6,1,10,1,1,1
12200,5,1,1,3,2,2,20,1,1,1
12201,5,1,1,3,3,2,8,1,1,1
12202,12,1,1,4,3,2,18,1,1,3
12203,10,2,1,1,3,2,11,2,1,1
12204,5,2,1,3,4,2,3,1,1,1
12205,12,2,1,2,3,2,18,1,1,3
12206,5,1,1,3,3,2,8,1,1,1
12207,7,2,1,1,3,2,11,2,1,1
12208,5,1,1,3,5,2,8,1,1,1
12209,4,2,1,1,3,2,11,2,1,1
12210,9,1,1,4,6,1,10,1,1,1
12211,2,1,1,2,6,1,17,1,1,1
12212,2,1,1,2,6,1,10,1,1,1
12213,6,1,1,4,3,2,8,1,1,1
12214,6,1,1,4,2,2,20,1,1,1
12215,2,3,2,2,5,3,19,3,2,2
12216,12,1,1,2,3,2,16,1,1,1
12217,5,1,1,3,3,2,8,1,1,1
12218,5,1,1,3,3,2,8,1,1,1
12219,11,1,1,2,1,3,1,1,1,1
12220,7,2,1,1,3,2,11,2,1,1
12221,2,1,1,2,6,1,7,1,1,1
12222,5,1,1,3,3,2,8,1,1,1
12223,2,1,1,2,6,1,17,1,1,1
12224,8,3,2,2,5,3,19,3,2,2
12225,1,1,1,4,3,2,8,1,1,1
12226,7,1,1,2,2,1,15,2,1,1
12227,10,3,2,4,2,3,2,3,2,3
12228,2,1,1,2,6,1,7,1,1,1
12229,8,3,2,2,5,3,19,3,2,2
12230,7,2,1,1,3,2,11,2,1,1
12231,5,1,1,3,5,2,8,1,1,1
12232,5,1,1,3,2,2,20,1,1,1
12233,5,1,1,3,5,2,8,1,1,1
12234,1,1,1,2,3,2,16,1,1,1
12235,9,1,1,4,6,1,17,1,1,1
12236,8,2,1,1,3,2,11,2,1,1
12237,5,1,1,3,3,2,8,1,1,1
12238,2,1,1,2,6,1,10,1,1,1
12239,2,1,1,2,6,1,17,1,1,1
12240,6,2,1,1,3,1,11,2,1,1
12241,5,1,1,3,3,2,8,1,1,1
12242,7,3,1,2,2,3,14,2,1,3
12243,5,1,1,3,3,1,8,1,1,1
12244,2,1,1,2,6,1,10,1,1,1
12245,5,1,1,3,3,2,8,1,1,1
12246,7,1,1,2,2,1,15,2,1,1
12247,5,1,1,3,3,2,8,1,1,1
12248,10,2,1,5,5,3,4,1,1,1
12249,11,1,1,2,1,3,1,1,1,1
12250,6,1,1,4,3,2,8,1,1,1
12251,7,1,1,2,2,1,15,2,1,1
12252,12,3,2,4,3,3,2,3,2,3
12253,10,2,1,2,2,3,12,2,1,2
12254,10,1,1,4,2,2,20,1,1,1
12255,5,1,1,3,5,2,8,1,1,1
12256,12,2,1,2,3,2,18,1,1,3
12257,5,1,1,3,2,2,20,1,1,1
12258,5,1,1,3,3,2,8,1,1,1
12259,3,1,1,6,1,3,1,1,1,1
12260,12,2,1,1,3,2,11,2,1,1
12261,10,2,1,5,2,3,4,1,1,1
12262,2,1,1,2,6,1,7,1,1,1
12263,2,1,1,2,6,1,7,1,1,1
12264,12,1,1,4,3,2,8,1,1,1
12265,2,1,1,2,6,1,17,1,1,1
12266,8,3,2,2,5,3,19,3,2,2
12267,8,2,1,2,3,2,18,1,1,3
12268,2,1,1,2,6,1,10,1,1,1
12269,8,1,1,4,2,2,20,1,1,1
12270,10,2,1,2,2,3,12,2,1,2
12271,4,2,1,1,3,1,11,2,1,1
12272,2,1,1,2,6,1,10,1,1,1
12273,7,1,1,2,2,1,15,2,1,1
12274,11,1,1,2,1,3,1,1,1,1
12275,1,2,1,2,3,2,18,1,1,3
12276,9,1,1,4,6,1,17,1,1,1
12277,5,1,1,3,2,2,20,1,1,1
12278,3,1,1,4,3,2,6,1,1,1
12279,2,1,1,2,3,2,18,1,1,3
12280,7,2,1,1,3,2,11,2,1,1
12281,9,1,1,4,6,1,10,1,1,1
12282,2,1,1,2,2,1,15,2,1,1
12283,5,1,1,3,3,2,8,1,1,1
12284,8,3,2,2,5,3,19,3,2,2
12285,9,1,1,4,6,1,10,1,1,1
12286,2,1,1,2,6,1,7,1,1,1
12287,2,1,1,2,3,2,18,1,1,3
12288,8,3,2,2,5,3,19,3,2,2
12289,2,1,1,2,6,1,10,1,1,1
12290,5,1,1,3,2,2,20,1,1,1
12291,10,2,1,2,2,3,12,2,1,2
12292,5,1,1,3,2,2,20,1,1,1
12293,9,1,1,4,6,1,17,1,1,1
12294,12,1,1,4,3,1,6,1,1,1
12295,9,3,2,4,2,3,5,3,2,3
12296,8,3,2,2,5,3,19,3,2,2
12297,5,1,1,3,3,2,8,1,1,1
12298,12,1,1,4,3,1,8,1,1,1
